,OTU,Kingdom,Phylum,Class,Order,Family,Genus,Oliver35,Oliver36,Oliver40,Oliver41,Oliver42,Oliver46,Oliver47,Oliver48,Oliver104,Oliver105,Oliver106,Oliver107,Oliver108,Oliver109,Oliver116,Oliver117,Oliver118,Oliver119,Oliver120,Oliver121,Oliver128,Oliver129,Oliver130,Oliver131,Oliver132,Oliver133
122,OTU0122,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
123,OTU0123,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Spirosoma,0,0,0,0,0,0,0,0,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,16
124,OTU0124,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,6,3,4,2,12,9,18,6,0,0,2,10,8,0,0,0,2,6,4,7,3,6,7,0,0,0
125,OTU0125,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,2,0,12
126,OTU0126,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,OTU0127,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
128,OTU0128,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,6,5,6,0,62,15,43,56,0,0,0,0,5,0,17,11,10,8,45,8,18,22,28,0,21,8
129,OTU0129,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,14,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,3,3,3,0,0,3,2,0,0,0
130,OTU0130,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,OTU0131,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,Actinomadura,27,15,23,16,37,8,72,37,0,0,9,21,19,0,0,0,9,20,19,12,10,35,35,0,0,0
132,OTU0132,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,OTU0133,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Pseudomonas,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
134,OTU0134,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,OTU0135,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter ,0,2,0,0,0,0,0,0,12,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
136,OTU0136,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter ,0,0,0,0,0,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,5
137,OTU0137,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,0,0,0,0,0,0,0,0,2,11,0,0,0,62,21,27,0,0,0,0,0,0,0,0,7,143
138,OTU0138,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,7,0,7,4,23,2,11,20,0,0,0,24,11,0,0,0,4,12,15,13,12,28,13,0,0,0
139,OTU0139,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified Verrucomicrobia,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
140,OTU0140,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,OTU0141,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,OTU0142,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
143,OTU0143,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,16,13,0,0,2,0,5,14,2,0,0,2,0,0,0,0,8,7,14,0,13,38,2,0,27,0
144,OTU0144,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
145,OTU0145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Azospirillium,34,18,17,15,12,8,24,7,0,0,22,13,21,0,0,0,5,4,9,6,10,6,18,0,0,0
146,OTU0146,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis_class_incertae_sedis,Bacteroidetes_incertae_sedis_order_incertae_sedis,Bacteroidetes_incertae_sedis_family_incertae_sedis,Ohtaekwangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,OTU0147,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified Sphingobacter,3,0,2,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
148,OTU0148,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,10,0,0,11,2,2,3,0,0,0,0,2,0,0,0,0,4,0,0,2,18,0,0,0,0
149,OTU0149,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,OTU0150,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,Wandonia,2,0,0,2,3,0,8,24,0,0,0,0,0,0,0,0,7,27,10,0,10,8,2,0,0,0
151,OTU0151,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Hirschia,2,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,OTU0152,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,2,131,54,0,0,0,0,0,0,0,0,12,92
153,OTU0153,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,OTU0154,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
155,OTU0155,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,2,57,7,0,0,0
156,OTU0156,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Acidobacteria_Gp3,27,4,8,8,13,6,32,9,0,0,0,2,14,0,0,0,14,28,6,3,21,15,5,0,0,0
157,OTU0157,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified Bacteroidetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,OTU0158,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,5,3,7,9,5,4,9,3,0,0,4,4,0,93,60,52,2,4,6,3,3,5,2,13,7,0
159,OTU0159,Bacteria,unclassified,unclassified,unclassified,unclassified,Uncultured Chlorobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,OTU0160,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,28,6,17,6,65,4,23,15,0,0,5,30,20,0,0,0,33,31,28,10,27,28,18,0,0,0
161,OTU0161,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,OTU0162,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,7,2,2,2,0,3,0,20,0,0,0,0,3,0,0,0,6,16,0,0,10,0,0,0,0,0
163,OTU0163,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
164,OTU0164,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,Pseudolabrys,120,118,16,12,50,10,21,61,0,0,0,40,20,0,0,5,25,58,34,38,29,61,13,0,12,17
165,OTU0165,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
166,OTU0166,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,5,0,39,23,13,5,31,20,0,0,0,19,14,0,0,0,5,7,37,3,3,16,14,0,11,0
167,OTU0167,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,OTU0168,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified Bacteroidetes,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,OTU0169,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified Actinomycetales,5,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,2,0,0,0,0,0
170,OTU0170,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Pseudomonas,0,0,2,0,0,0,0,2,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,4,2
171,OTU0171,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Thermomonosporaceae,10,9,13,12,12,6,25,20,0,0,4,12,7,0,0,0,11,5,8,8,6,17,6,0,0,0
172,OTU0172,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,0,0,0,0,0,0,0,0,5,2,0,0,0,7,3,16,0,0,0,0,0,0,0,52,2,0
173,OTU0173,Bacteria,unclassified,unclassified,unclassified,unclassified,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,OTU0174,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,8,0,5,5,0,7,37,10,0,0,0,3,0,0,0,0,0,5,10,3,6,2,0,0,6,0
175,OTU0175,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,41,29,2,0,19,0,2,9,9,25,0,5,6,11,4,0,6,14,12,8,7,10,2,15,7,34
176,OTU0176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,4,2,0,0,4,0,0,0,8,20,0,0,0,0,9,6,0,0,2,0,0,0,0,0,0,50
177,OTU0177,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,11,10,6,0,8,0,4,3,0,0,0,4,5,0,0,0,0,6,2,2,0,11,4,0,0,0
178,OTU0178,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,3,0,5,7,8,11,6,38,0,0,0,0,0,0,0,0,18,25,21,0,16,34,0,0,43,0
179,OTU0179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,15,18,0,0,2,2,0,4,0,0,0,3,0,0,0,2,0,5,4,0,0,8,0,0,0,0
180,OTU0180,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,0,0,0,0,0,0,0,0,32,0,0,0,0,33,2,0,0,0,0,0,0,0,0,23,0,0
181,OTU0181,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified Rhodospirillaceae,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
182,OTU0182,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified Rhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,OTU0183,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,5,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,OTU0184,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae,0,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,OTU0185,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,35,3,15,18,53,18,48,30,0,0,9,15,25,0,0,0,12,20,19,17,11,34,25,0,0,0
186,OTU0186,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Dyadobacter,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,OTU0187,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,7,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
188,OTU0188,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Rhizomicrobium,19,5,11,8,0,2,15,14,0,0,2,16,9,0,0,0,5,10,13,12,6,9,18,0,0,0
189,OTU0189,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,4,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
190,OTU0190,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,28,28,0,0,27,0,0,0,109,125,0,0,0,3,0,2,0,0,0,0,0,0,0,38,0,37
191,OTU0191,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5
192,OTU0192,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola,3,5,5,2,0,0,0,5,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,OTU0193,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Escherichia_Shigella,2,5,0,0,0,0,0,4,2,0,0,0,0,0,15,11,3,2,0,0,0,0,0,0,0,0
194,OTU0194,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Wandonia,0,0,5,4,13,0,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,OTU0195,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,Actinobacterium,27,3,18,27,42,2,60,29,0,0,9,23,28,0,0,0,31,66,62,13,17,35,20,0,3,0
196,OTU0196,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified Myxococcales,3,0,7,3,4,0,0,2,0,12,0,40,25,2,0,0,21,42,36,15,27,46,24,10,3,11
197,OTU0197,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,OTU0198,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,OTU0199,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Rhizomicrobium,28,26,19,9,21,5,27,23,0,0,0,31,27,0,0,0,19,12,28,19,9,28,34,0,0,0
200,OTU0200,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia_Shigella,0,0,3,0,0,0,0,0,36,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,3,0
201,OTU0201,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,OTU0202,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,68,31,71,69,98,2,107,54,0,0,26,34,10,0,29,15,24,43,60,13,19,44,15,5,22,0
203,OTU0203,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,OTU0204,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,OTU0205,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,Frankineae,28,9,17,12,44,5,29,32,0,0,13,32,15,0,0,0,16,25,32,7,14,33,15,0,0,0
206,OTU0206,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,OTU0207,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Sinobacteraceae,13,6,6,2,13,0,11,13,0,0,3,12,3,0,0,0,3,13,10,3,6,7,7,0,0,0
208,OTU0208,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,15,0,14,0,13,3,4,9,0,0,3,4,4,0,0,0,3,5,3,4,6,5,4,0,0,0
209,OTU0209,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5
210,OTU0210,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae,0,0,4,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,OTU0211,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,2,2,5,0,6,0,6,4,0,0,0,2,0,0,0,2,0,0,0,2,0,8,0,0,0,0
212,OTU0212,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,13,0,8,5,29,11,15,32,0,0,0,5,5,0,0,0,2,2,7,0,0,6,2,0,4,0
213,OTU0213,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,OTU0214,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified Gemmatimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,OTU0215,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Mesorhizobium,13,4,0,2,13,0,9,20,0,0,0,8,0,0,0,0,8,10,12,4,5,18,0,0,6,0
216,OTU0216,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,7,0
217,OTU0217,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified Sphingobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,OTU0218,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter ,0,0,0,0,0,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,0,0,0,27,33,0
219,OTU0219,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,13,5,0,0,3,4,29,3,0,0,0,15,11,0,0,0,2,2,2,0,0,2,5,0,0,0
220,OTU0220,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified Betaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
221,OTU0221,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,OTU0222,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified Myxococcales,3,0,0,2,0,0,0,0,0,0,0,4,7,0,0,0,22,36,16,6,10,28,6,0,0,0
223,OTU0223,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,0,0,0,0,2,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,6,6,7,0,0,0
224,OTU0224,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,Archangium,0,0,2,5,6,0,7,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
225,OTU0225,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Stigmatella,11,0,4,2,0,4,5,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
226,OTU0226,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,39,11,9,5,15,3,26,21,0,0,7,5,6,0,0,0,9,17,15,3,8,21,8,0,0,0
227,OTU0227,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified Bacteroidetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,OTU0228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,OTU0229,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,OTU0230,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,OTU0231,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,0,0,3,2,0,0,5,2,7,17,0,0,0,9,0,2,0,2,4,0,0,0,0,0,20,0
232,OTU0232,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,0,4,0,0,0,0,3,6,7
233,OTU0233,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,6,5,0,0,4,0,0,0,13,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0
234,OTU0234,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,14,3,4,0,4,0,2,3,0,0,0,0,0,0,0,0,5,8,14,0,0,10,0,2,20,2
235,OTU0235,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,19,22,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,OTU0236,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,OTU0237,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,OTU0238,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0
239,OTU0239,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,12,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
240,OTU0240,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0
241,OTU0241,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,0,0
242,OTU0242,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,6,0,0,0,7,0,0,2,0,0,0,0,0,0,0,3,20,0,0,2,2,0,0,0,0
243,OTU0243,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified Bacteroidetes,7,0,23,2,6,0,0,2,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0
