OTU,Kingdom,Phylum,Class,Order,Family,Genus,Oliver4,Oliver7,Oliver8,Oliver9,Oliver10,Oliver11,Oliver12,Oliver13,Oliver14,Oliver15,Oliver16,Oliver17,Oliver18,Oliver19,Oliver20,Oliver21,Oliver22,Oliver25,Oliver27,Oliver28,Oliver30,Oliver31,Oliver37,Oliver38,Oliver39,Oliver44,Oliver45,Oliver49,Oliver50,Oliver51,Oliver55,Oliver56,Oliver57,Oliver62,Oliver63,Oliver64,Oliver68,Oliver69,Oliver78,Oliver81,Oliver82,Oliver83,Oliver84,Oliver85,Oliver86,Oliver87,Oliver88,Oliver89,Oliver90,Oliver91,Oliver92,Oliver93,Oliver94,Oliver95,Oliver96,Oliver97,Oliver98,Oliver99,Oliver100,Oliver101,Oliver102,Oliver103,Oliver110,Oliver111,Oliver112,Oliver113,Oliver114,Oliver115,Oliver122,Oliver123,Oliver124,Oliver125,Oliver126,Oliver127,Oliver134,Oliver135,Oliver136,Oliver137,Oliver138,Oliver139,Oliver140,Oliver141,Oliver142,Oliver143,Oliver144,Oliver145,Oliver146,Oliver147,Oliver148,Oliver149,Oliver150,Oliver199,Oliver201,Oliver202,Oliver203,Oliver204,Oliver205,Oliver206,Oliver207
OTU053,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Rhizomicrobium,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,98,10,8,129,96,22,11,80,32,46,62,63,235,34,35,63,47,88,94,67,19,7,14,117,162,167,69,127,94,39,113,74,59,50,114,120,43,21,61,96,67,71,41,71,24,5,0,0,74,49,27,0,41,54,56,51,22,49,0,2,51,40,0,0,0,7,5,15,0,0,46,129,0,76,69,75,0,0,0,4,6,0,13
OTU054,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,7,4,0,0,4,0,7,0,0,0,0,0,8,3,5,12,0,8,0,0,3,0,10,0,0,0,0,0,0,2,2,4,2,17,21,19,0,0,5,4,33,7,13,0,0,0,3,0,0,0,3,0,3,5,9,0,0,4,0,0,0,0,0,0,0,0,17,0,0,15,5,5,0,0,0,35,0,4,12,3
OTU055,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified Bacteroidetes,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,84,22,0,34,2,18,164,53,0,0,0,9,11,3,5,5,51,0,0,0,0,0,2,6,4,0,10,0,6,0,6,5,8,12,6,9,6,0,2,6,31,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
OTU056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,115,60,171,160,155,45,106,0,0,0,0,3,0,0,4,8,3,2,4,10,14,9,2,3,8,9,8,0,4,5,5,5,4,0,2,6,2,4,0,6,2,6,0,6,7,3,4,11,9,0,3,2,2,0,10,5,0,3,0,0,2,0,0,0,7,3,3,0,2,6,4,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2
OTU057,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,12,0,0,0,0,0,0,65,3,3,0,17,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,21,7,0,0,0,14,0,0,0,0,0,5,10,0,11,0,0,0,0,0,35,10,72,0,0,0,0,0
OTU058,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,0,3,2,0,20,56,0,62,0,0,0,0,3,0,166,0,0,0,0,0,4,4,0,3,14,0,0,0,0
OTU059,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,0,0,4,2,0,4,0,8,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,11,22,0,0,0,12,3,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,7,16,6
OTU060,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,26,12,0,5,0,2,36,0,7,2,3,0,0,0,0,0,0,0,0,6,3,0,36,0,21,68,2,18,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,8,0,9,15,41,17,12,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,2,39,5,0,0,10
OTU061,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter ,0,0,2,3,0,2,0,0,0,0,0,0,2,0,0,2,18,7,16,21,20,12,16,29,31,15,11,4,3,12,9,9,4,10,9,6,5,8,0,15,4,21,18,32,6,13,10,11,3,2,8,13,4,2,7,7,8,5,0,9,4,4,0,0,23,22,20,150,23,18,18,22,13,5,0,0,0,0,0,0,0,0,0,18,0,0,25,13,6,14,19,5,0,0,0,0,2,4,5
OTU062,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU063,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Spirosoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU064,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU065,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified Methyloligella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU066,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,110,69,128,174,183,59,118,7,2,5,0,0,0,0,6,23,33,12,10,53,70,20,18,24,27,57,35,0,0,0,14,33,17,13,19,23,0,2,0,29,11,17,9,27,23,12,15,23,14,9,26,41,29,10,21,16,12,25,14,36,22,0,0,0,10,8,6,0,6,20,10,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,5,0,0,0,0,0,2,4,3
OTU067,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Niastella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU068,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,8,8,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU069,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,48,71,33,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,16,83,0,87,23,2,60,0,7,0,0,44,0,0,0,0,0,0,0,2,55,0,0,0,0
OTU070,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,3,0,0,0,28,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU071,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11,6,47,110,144,31,40,23,68,32,0,69,17,30,27,11,7,15,58,0,7,2,31,36,59,8,14,31,4,22,40,14,10,29,4,32,17,14,10,13,9,13,51,6,45,0,0,22,9,2,0,5,3,9,32,0,7,85,0,29,28,16,0,130,20,17,0,73,87,0,4,2,19,0,12,8,2,21,4,2,0,2
OTU072,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,122,0,0,18,33,21,0,25,0,0,17,0,12,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU073,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,55,23,74,88,129,22,77,10,3,0,2,8,3,0,4,14,31,3,5,15,15,25,3,7,6,19,8,5,4,8,5,6,0,0,9,10,4,2,0,19,9,30,8,20,17,8,16,18,8,10,8,27,5,5,16,13,11,0,3,23,7,0,0,0,12,4,0,0,6,10,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0
OTU074,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified Sphingobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,3,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,7,0,8,0,4,2,0,0,12,0,0,0,0,0,3,3,0,0,35,120,0,0,7,16,0,0,0,0,0,0,0
OTU075,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,Roseiarcus,22,3,9,17,11,5,10,2,0,0,0,0,0,0,0,0,49,18,35,99,96,47,20,72,100,66,66,5,12,6,73,102,41,44,81,106,12,20,15,61,43,69,50,87,66,44,71,55,59,58,104,119,103,21,120,95,39,58,14,74,53,0,0,0,58,30,29,4,32,75,57,54,28,63,0,0,6,0,0,0,0,0,0,14,0,2,16,9,0,73,43,7,0,0,0,0,14,17,19
OTU076,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,7,0,0,0,3,6,0,0,0,0,5,5,3,2,6,0,4,11,3,4,8,4,4,7,0,0,8,12,0,0,0,0,6,6,5,5,0,4,0,0,0,38,7,13,0,23,2,23,8,16,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,15,29,0,0,0,0,0,0,0,0
OTU077,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified Verrucomicrobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,126,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU078,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,51,24,9,12,38,0,0,0,0,20,36,3,8,0,11,6,44,2,34,26,19,8,0,0,16,10,3,2,0,2,13,0,0,0,0,0,2,0,17,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,44,0,0,0,0,0,0,0,4
OTU079,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Dyadobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,2,0,0,0,0,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0
OTU080,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU081,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,10,0,0,15,0,36,0,0,0,122,0,0,2,0,0,0,0,0,0,2,11,0,8,0,0,0,0,0
OTU082,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Cytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,15,0,0,11,0,0,0,7,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU084,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Rhizomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,7,6,0,3,0,0,5,13,11,21,8,2,5,23,18,8,14,27,11,18,17,13,16,51,6,11,48,12,7,4,18,19,7,2,16,10,11,10,2,6,9,0,0,0,14,5,6,0,15,10,6,6,9,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,42,40,0,0,0,0,0,0,0,2
OTU085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,6,0,0,0,0,30,0,101,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,29,0,0,0,19,0,0,0,0,0,0,0
OTU086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,7,0,0,0,31,0,0,0,0,0,0,40,22,0,6,32,8,16,45,16,0,58,100,0,0,0,0,0,47,19,27,6,6,0,0,0
OTU087,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,0,0,25,12,6,9,0,0,15,4,0,0,0,0,2,6,0,0,0,2,3,2,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,3,0,0,8,13,0,0,2,0,28,0,11,0,100,0,0,0,0,0,0,0,0,0,6,0,0,0,0
OTU088,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,13,0,0,0,8,4,0,3,2,8,2,17,6,4,5,7,6,0,6,3,0,5,3,10,11,0,0,2,2,0,0,8,4,5,0,13,14,0,7,0,20,9,0,0,0,4,20,2,0,0,20,5,26,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,0,0,0,0,0,4,9,7
OTU089,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified Bacteroidetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
OTU090,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Tardiphaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,55,8,0,0,0,0,14,0,0,0,0,0,0,34,66,0,39,56,2,7,60,7,0,138,21,0,0,0,0,0,0,3,2,2,0,0,0,0
OTU091,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,20,6,17,30,30,10,19,0,2,0,0,2,2,0,0,9,43,12,35,35,75,29,20,52,51,32,27,14,45,9,17,38,14,30,46,30,10,21,6,38,28,59,28,70,51,27,41,31,16,18,25,48,15,10,33,31,17,20,6,34,9,0,0,0,44,49,8,0,22,31,36,43,12,37,0,0,5,0,0,0,11,8,0,6,0,0,6,13,0,25,15,5,0,0,0,0,7,7,13
OTU092,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,38,18,27,28,34,12,48,0,0,0,0,0,0,0,0,0,53,2,15,38,24,29,33,22,34,18,15,0,15,0,3,15,3,12,23,13,9,11,13,10,9,29,0,13,11,3,15,29,2,11,16,4,7,3,4,22,3,2,8,6,2,0,0,0,16,16,4,0,2,3,10,14,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
OTU093,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,19,10,2,0,10,12,2,10,3,3,5,6,4,6,3,7,5,0,6,2,4,0,0,0,8,2,6,0,4,0,3,8,2,0,0,2,12,3,0,2,0,3,0,0,0,2,2,0,0,2,8,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,2,2,0
OTU094,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,15,9,2,0,0,2,0,0,22,3,10,5,4,2,2,4,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,2,20,7,0,9,46,10,0,0,3,0,60,18,0,86,10,4,0,0,3,0,24,0,0,10,3,101,40,3,2,0,0,0
OTU095,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,4,0,2
OTU096,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,4,0,5,8,5,0,5,0,0,0,2,0,3,0,3,4,10,0,4,20,22,10,5,8,4,18,14,0,3,0,3,4,0,0,9,5,0,0,0,14,15,26,11,7,7,7,11,13,7,4,7,7,7,0,4,2,5,6,8,20,7,4,19,61,0,0,0,53,6,0,0,0,0,0,0,0,13,2,4,9,5,0,0,4,0,7,10,22,0,0,0,11,0,0,0,0,0,0,0
OTU097,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,13,5,6,5,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0
OTU098,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified Bacteroidetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,92,10,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU099,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,78,17,53,113,118,25,12,0,0,0,0,0,0,0,2,10,62,6,39,61,46,39,19,34,42,57,36,14,20,16,38,62,38,53,77,51,8,18,4,125,59,106,41,120,70,33,88,111,73,67,74,94,42,10,84,104,43,57,0,57,33,0,0,0,54,67,31,0,40,54,83,16,29,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,32,0,0,0,0,0,14,9,15
OTU0100,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,7,70,0,16,0,3,3,0,11,2,9,2,3,11,0,7,0,0,0,53,15,0,0,0,0,15,0,2,3,0,12,0,5,0,0,0,5,2,0,0,4,20,0,0,88,3,6,0,10,0,56,18,10,18,0,16,0,48,0,0,39,0,17,2,0,0,4,0,0,0,12,39,27,2,13,0,0,0,0
OTU0101,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,39,4,37,82,80,11,21,2,0,0,0,2,0,0,2,10,11,0,10,18,27,18,5,20,11,38,10,4,5,0,10,7,2,2,5,11,5,0,0,13,6,12,7,4,13,7,5,13,4,2,14,0,11,2,12,8,0,4,0,5,4,7,0,4,10,9,0,4,0,7,6,18,0,4,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,7,8,0,0,0,4,0,2,2,3
OTU0102,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,2,39,6,25,37,63,30,13,21,34,47,21,4,4,5,9,13,5,15,10,12,4,9,0,25,16,19,12,27,16,8,15,12,11,12,19,13,8,5,25,22,4,5,14,14,5,34,16,45,22,7,6,11,9,13,19,21,6,14,26,14,7,14,45,24,14,46,21,4,41,91,24,28,0,10,3,8,0,0,31,3,3,2,9
OTU0103,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,14,21,4,7,14,41,53,12,0,6,0,11,10,0,7,10,45,0,0,0,3,2,3,5,13,9,5,0,5,4,2,7,2,3,48,8,28,3,0,8,18,7,0,0,0,4,3,0,0,4,9,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,16,4
